RELEASE DATE,AUCID,PUBLISHER,TITLE,SUPPLY,RESERVE_PRICE
5/25/16,CMZ0001,007 MAGAZINE AND ARCHIVE,007 Magazine Presents Goldfinger Portfolio #2,2,29.99
5/25/16,CMZ0002,451 MEDIA GROUP,Self Storage #5 (Of 6),1,3.99
5/25/16,CMZ0003,ABSTRACT STUDIOS,Rachel Rising #42,5,3.99
5/25/16,CMZ0004,ACME INK,Rock And Roll Biographies #5 (Iron Maiden),2,3.5
5/25/16,CMZ0005,ACTION LAB ENTERTAINMENT,Action Lab Dog Of Wonder #2 (Cover A Ted Brandt & Rosy Higgins),8,3.99
5/25/16,CMZ0006,ACTION LAB ENTERTAINMENT,Action Lab Dog Of Wonder #2 (Cover B Sam Ellis),6,4.99
5/25/16,CMZ0007,ACTION LAB ENTERTAINMENT,Princeless Raven The Pirate Princess #8,1,3.99
5/25/16,CMZ0008,AFTERSHOCK COMICS,Dreaming Eagles #5 (Of 6),4,3.99
5/25/16,CMZ0009,AFTERSHOCK COMICS,Strayer #4,6,3.99
5/25/16,CMZ0010,ALTERNATIVE COMICS,From Now On GN,9,14.95
5/25/16,CMZ0011,ALTERNATIVE COMICS,Incomplete Works GN,2,19.99
5/25/16,CMZ0012,AMERICAN GOTHIC PRESS,Famous Monsters Presents Monster World #4 (Of 4)(Cover A Piotr Kowalski),3,3.99
5/25/16,CMZ0013,ANTARCTIC PRESS,Ultracat #1,2,3.99
5/25/16,CMZ0014,ARCANA STUDIO,Untouchable GN,2,12.95
5/25/16,CMZ0015,ARCHIE COMIC PUBLICATIONS,Afterlife With Archie #9 (Cover A Francesco Francavilla),2,3.99
5/25/16,CMZ0016,ARCHIE COMIC PUBLICATIONS,Afterlife With Archie #9 (Cover B Dave Devries),1,3.99
5/25/16,CMZ0017,ARCHIE COMIC PUBLICATIONS,Archie Giant Comics Blast TP,6,7.99
5/25/16,CMZ0018,ARCHIE COMIC PUBLICATIONS,Sonic Universe #85 (Cover A Diana Skelly),8,3.99
5/25/16,CMZ0019,ARCHIE COMIC PUBLICATIONS,Sonic Universe #85 (Cover B Dan Schoening),5,3.99
5/25/16,CMZ0020,ARH COMIX,Queen Of Vampires #4 (Of 7),9,3.99
5/25/16,CMZ0021,AVATAR PRESS,Crossed Volume 16 HC,12,27.99
5/25/16,CMZ0022,AVATAR PRESS,Crossed Volume 16 TP,15,19.99
5/25/16,CMZ0023,BLISS ON TAP,Future Proof #11,5,3.99
5/25/16,CMZ0024,BLUE JUICE COMICS,Accelerators #11 (Relativity #1 Of 5),2,3.99
5/25/16,CMZ0025,BONGO COMICS,Simpsons Illustrated #23,7,4.99
5/25/16,CMZ0026,BOOM! STUDIOS,Bill And Ted Go To Hell #4 (Of 4)(Cover A Jamal Campbell),4,3.99
5/25/16,CMZ0027,BOOM! STUDIOS,Bill And Ted Go To Hell #4 (Of 4)(Cover B Daniel Warren Johnson),1,3.99
5/25/16,CMZ0028,BOOM! STUDIOS,Day Men Volume 2 TP,9,14.99
5/25/16,CMZ0029,BOOM! STUDIOS,Garfield Volume 8 TP,23,13.99
5/25/16,CMZ0030,BOOM! STUDIOS,Goldie Vance #1 (Of 4)(Molly Ostertag 2nd Printing Variant Cover),9,3.99
5/25/16,CMZ0031,BOOM! STUDIOS,Jonesy #4 (Of 4)(Cover A Caitlin Rose Boyle),14,3.99
5/25/16,CMZ0032,BOOM! STUDIOS,Joyride #2 (Of 4)(Cover A Marcus To),16,3.99
5/25/16,CMZ0033,BOOM! STUDIOS,Kennel Block Blues #1 (Of 4)(Daniel Bayliss 2nd Printing Variant Cover),34,3.99
5/25/16,CMZ0034,BOOM! STUDIOS,Munchkin #17 (Cover A Scott Maynard),1,3.99
5/25/16,CMZ0035,BOOM! STUDIOS,Munchkin Volume 2 TP,5,14.99
5/25/16,CMZ0036,BOOM! STUDIOS,Over The Garden Wall #2 (Cover A Jim Campbell),9,3.99
5/25/16,CMZ0037,BOOM! STUDIOS,Over The Garden Wall #2 (Cover B Anna Craig),10,3.99
5/25/16,CMZ0038,BOOM! STUDIOS,Regular Show Volume 3 A Clash Of Consoles GN,2,14.99
5/25/16,CMZ0039,BOOM! STUDIOS,Steven Universe And The Crystal Gems #1 (Of 4)(Allison Strejlau 2nd Printing Variant Cover),1,3.99
5/25/16,CMZ0040,BOOM! STUDIOS,Steven Universe And The Crystal Gems #3 (Of 4)(Cover A Kat Leyh),5,3.99
5/25/16,CMZ0041,BOOM! STUDIOS,Steven Universe And The Crystal Gems #3 (Of 4)(Cover B Jeremy Sorese),2,3.99
5/25/16,CMZ0042,BOOM! STUDIOS,Welcome Back #8 (Cover A Jonathan Brandon Sawyer),8,3.99
5/25/16,CMZ0043,BROADSWORD COMICS,Tarot Witch Of The Black Rose #98 (Cover A Jim Balent),6,2.95
5/25/16,CMZ0044,CINEBOOK,Alone Volume 5 Eye Of The Maelstrom GN,1,11.95
5/25/16,CMZ0045,CINEBOOK,Marquis Of Anaon Volume 3 The Providence GN,4,13.95
5/25/16,CMZ0046,CINEBOOK,Namibia Volume 1 GN,6,11.95
5/25/16,CMZ0047,CINEBOOK,Survivors Volume 3 Quantum Anomalies GN,9,11.95
5/25/16,CMZ0048,CINEBOOK,Valerian Volume 11 The Ghosts Of Inverloch GN,2,11.95
5/25/16,CMZ0049,CREATURE,Tommy #2 (Of 3)(Cover A Kenny Calderon),3,3.99
5/25/16,CMZ0050,DANGER ZONE,Puppet Master #15 (Cover A Michela Da Sacco),2,3.99
5/25/16,CMZ0051,DANGER ZONE,Puppet Master #15 (Cover B Andrew Mangum),2,4.99
5/25/16,CMZ0052,DANGER ZONE,Puppet Master #15 (Cover C Andrew Mangum),2,4.99
5/25/16,CMZ0053,DANGER ZONE,Tomboy #5 (Cover A Mia Goodwin),1,3.99
5/25/16,CMZ0054,DANGER ZONE,Tomboy #5 (Cover B Winston Young),6,4.99
5/25/16,CMZ0055,DANGER ZONE,Vampblade Volume 1 TP (Cover A Winston Young),8,14.99
5/25/16,CMZ0056,DANGER ZONE,Vampblade Volume 1 TP (Cover B Winston Young),5,14.99
5/25/16,CMZ0057,DANGER ZONE,Vampblade Volume 1 TP (Cover C Winston Young),9,14.99
5/25/16,CMZ0058,DANGER ZONE,Zombie Tramp #23 (Cover A TMChu),12,3.99
5/25/16,CMZ0059,DANGER ZONE,Zombie Tramp #23 (Cover B Dan Mendoza),15,4.99
5/25/16,CMZ0060,DANGER ZONE,Zombie Tramp #23 (Cover C Dan Mendoza),5,4.99
5/25/16,CMZ0061,DANGER ZONE,Zombie Tramp #23 (Cover D Marcelo Trom),2,4.99
5/25/16,CMZ0062,DANGER ZONE,Zombie Tramp #23 (Cover E Marcelo Trom),7,4.99
5/25/16,CMZ0063,DANGER ZONE,Zombie Tramp #23 (Cover F Dan Mendoza),4,4.99
5/25/16,CMZ0064,DARK HORSE COMICS,Aliens Defiance #2,1,3.99
5/25/16,CMZ0065,DARK HORSE COMICS,Art Of Broken Age HC,9,19.99
5/25/16,CMZ0066,DARK HORSE COMICS,Aw Yeah Comics Action Cat And Adventure Bug #3 (Of 4),23,2.99
5/25/16,CMZ0067,DARK HORSE COMICS,Death Follows TP,9,17.99
5/25/16,CMZ0068,DARK HORSE COMICS,EC Archives The Haunt Of Fear Volume 3 HC,14,49.99
5/25/16,CMZ0069,DARK HORSE COMICS,Groo Friends And Foes Volume 3 TP,16,14.99
5/25/16,CMZ0070,DARK HORSE COMICS,Lobster Johnson Metal Monsters Of Midtown #1 (Of 3),34,3.5
5/25/16,CMZ0071,DARK HORSE COMICS,Mirror's Edge Catalyst The Poster Collection TP (not verified by Diamond),1,24.99
5/25/16,CMZ0072,DARK HORSE COMICS,Rook Volume 1 TP,5,14.99
5/25/16,CMZ0073,DARK HORSE COMICS,Strain Volume 3 The Night Eternal HC,9,29.99
5/25/16,CMZ0074,DC COMICS,Adventures Of Supergirl #2 (not verified by Diamond),10,2.99
5/25/16,CMZ0075,DC COMICS,Art Ops #8,9,3.99
5/25/16,CMZ0076,DC COMICS,Batgirl #52 (Babs Tarr Regular Cover),12,2.99
5/25/16,CMZ0077,DC COMICS,Batman '66 Meets The Man From U.N.C.L.E. #6 (Of 6),15,2.99
5/25/16,CMZ0078,DC COMICS,Batman Superman #32 (Yanick Paquette 2nd Printing Variant Cover)(not verified by Diamond),5,3.99
5/25/16,CMZ0079,DC COMICS,Batman Teenage Mutant Ninja Turtles #2 (Of 6)(Freddie E. Williams II 4th Printing Variant Cover)(not verified by Diamond),2,3.99
5/25/16,CMZ0080,DC COMICS,Batman Teenage Mutant Ninja Turtles #3 (Of 6)(Freddie E. Williams II 3rd Printing Variant Cover)(not verified by Diamond),7,3.99
5/25/16,CMZ0081,DC COMICS,Batman Teenage Mutant Ninja Turtles #4 (Of 6)(Freddie E. Williams II 2nd Printing Variant Cover)(not verified by Diamond),4,3.99
5/25/16,CMZ0082,DC COMICS,Cyborg #11,1,2.99
5/25/16,CMZ0083,DC COMICS,DC Comics Bombshells #13,9,3.99
5/25/16,CMZ0084,DC COMICS,DC Universe Rebirth #1 (Gary Frank Regular Cover),23,2.99
5/25/16,CMZ0085,DC COMICS,DC Universe Rebirth #1 (Ivan Reis & Joe Prado Midnight Release Variant Cover),9,2.99
5/25/16,CMZ0086,DC COMICS,DC Universe Rebirth #1 (Ivan Reis & Joe Prado Variant Cover),14,2.99
5/25/16,CMZ0087,DC COMICS,Deathstroke #18,16,2.99
5/25/16,CMZ0088,DC COMICS,Flash #52 (Ivan Reis & Joe Prado Regular Cover),34,3.99
5/25/16,CMZ0089,DC COMICS,Grayson #20,1,3.99
5/25/16,CMZ0090,DC COMICS,Green Lantern New Gods Godhead TP,5,24.99
5/25/16,CMZ0091,DC COMICS,Justice League #50 (Jason Fabok Regular Cover),9,5.99
5/25/16,CMZ0092,DC COMICS,Justice League 3001 #12,10,2.99
5/25/16,CMZ0093,DC COMICS,Omega Men #12,9,2.99
5/25/16,CMZ0094,DC COMICS,Scooby Apocalypse #1 (Jim Lee Regular Cover),10,3.99
5/25/16,CMZ0095,DC COMICS,Secret Six #14,2,2.99
5/25/16,CMZ0096,DC COMICS,Smallville Season 11 Volume 8 Chaos TP,1,16.99
5/25/16,CMZ0097,DC COMICS,Suicide Squad Most Wanted Deadshot And Katana #5 (Of 6),5,4.99
5/25/16,CMZ0098,DC COMICS,Suiciders Kings Of Hell.A. #3 (Of 6),2,3.99
5/25/16,CMZ0099,DC COMICS,Superman #52 (Mikel Janin Regular Cover),8,3.99
5/25/16,CMZ0100,DC COMICS,Superman Adventures Volume 2 TP,6,19.99
5/25/16,CMZ0101,DC COMICS,Superman Lois And Clark #8,1,3.99
5/25/16,CMZ0102,DC COMICS,Teen Titans #20,4,2.99
5/25/16,CMZ0103,DC COMICS,Teen Titans Go Heroes On Patrol TP (New Edition),6,12.99
5/25/16,CMZ0104,DC COMICS,We Are Robin #12,9,3.99
5/25/16,CMZ0105,DEVILS DUE/1FIRST COMICS,Squarriors Volume 2 Summer #1 (Of 4)(Cover A Ashley Witter),2,3.99
5/25/16,CMZ0106,DEVILS DUE/1FIRST COMICS,Witchfinder General #5 (Of 6),3,3.99
5/25/16,CMZ0107,DIAMOND PUBLICATIONS,Game Trade Magazine #196,2,3.99
5/25/16,CMZ0108,DIAMOND PUBLICATIONS,Previews #333 (June 2016),2,3.99
5/25/16,CMZ0109,DYNAMITE ENTERTAINMENT,Devilers TP (not verified by Diamond),2,19.99
5/25/16,CMZ0110,DYNAMITE ENTERTAINMENT,Jose Gonzalez Vampirella Art Edition HC,1,150
5/25/16,CMZ0111,DYNAMITE ENTERTAINMENT,Shadow The Last Illusion TP (not verified by Diamond),6,19.99
5/25/16,CMZ0112,DYNAMITE ENTERTAINMENT,Shaft Imitation Of Life #4 (Of 4)(Cover A Matthew Clarke),8,3.99
5/25/16,CMZ0113,EAGLEMOSS PUBLICATIONS,Marvel Chess Figurine Collection Magazine #59 (Bastion Black Knight),5,17
5/25/16,CMZ0114,EAGLEMOSS PUBLICATIONS,Marvel Chess Figurine Collection Magazine #61 (Kitty Pride White Pawn),9,17
5/25/16,CMZ0115,EGMONT UK,Thunderbirds Comic Collection Volume 2 HC,12,39.95
5/25/16,CMZ0116,FANTAGRAPHICS BOOKS,Barnaby Volume 3 HC,15,39.99
5/25/16,CMZ0117,FANTAGRAPHICS BOOKS,Disquiet HC,5,19.99
5/25/16,CMZ0118,FANTAGRAPHICS BOOKS,LOVF An Illustrated Vision Of A Man Losing His Mind GN (not verified by Diamond),2,24.99
5/25/16,CMZ0119,FILMFAX,FilmFax #144,7,9.95
5/25/16,CMZ0120,GRAPHIC INDIA,Stan Lee's Chakra Rise Of Infinitus #1,4,1.99
5/25/16,CMZ0121,GRIND HOUSE COMICS,Escape From The Dead GN,1,9.99
5/25/16,CMZ0122,HACHETTE PARTWORKS,Doctor Who The Complete History Volume 12 The Ninth Doctor Stories 157-159 HC,9,18.99
5/25/16,CMZ0123,HACHETTE PARTWORKS,Doctor Who The Complete History Volume 13 The Seventh Doctor Stories 150-152 HC,23,18.99
5/25/16,CMZ0124,HAPPY MEDIUM PRESS,Sci-Fi And Fantasy Modeller Volume 41,9,27.99
5/25/16,CMZ0125,HORRORHOUND,HorrorHound #59,14,6.99
5/25/16,CMZ0126,IDW PUBLISHING,Back To The Future #8 (Cover A Marcelo Ferreira),16,3.99
5/25/16,CMZ0127,IDW PUBLISHING,Back To The Future #8 (Cover B Andrew Griffith),34,3.99
5/25/16,CMZ0128,IDW PUBLISHING,Dirk Gently's Holistic Detective Agency A Spoon Too Short #4 (Of 5)(Cover A Ilias Kyriazis),1,3.99
5/25/16,CMZ0129,IDW PUBLISHING,Dirk Gently's Holistic Detective Agency A Spoon Too Short #4 (Of 5)(Cover B Robert Hack),5,3.99
5/25/16,CMZ0130,IDW PUBLISHING,Disney Magic Kingdom Comics #1 (Of 2)(Cover A Massimo Fecchi),9,6.99
5/25/16,CMZ0131,IDW PUBLISHING,Disney Magic Kingdom Comics #1 (Of 2)(Cover B Carl Barks),10,6.99
5/25/16,CMZ0132,IDW PUBLISHING,Ghostbusters International #5 (Cover A Dan Schoening),9,3.99
5/25/16,CMZ0133,IDW PUBLISHING,Ghostbusters International #5 (Cover B Corin Howell),12,3.99
5/25/16,CMZ0134,IDW PUBLISHING,God Is Disappointed In You Apocrypha Now HC (Slipcase Edition),15,39.99
5/25/16,CMZ0135,IDW PUBLISHING,Hero Comics A Hero Initiative Benefit Book TP,5,19.99
5/25/16,CMZ0136,IDW PUBLISHING,Hunter S. Thompson's Fear And Loathing In Las Vegas #1 (Cover A Troy Little),2,4.99
5/25/16,CMZ0137,IDW PUBLISHING,Hunter S. Thompson's Fear And Loathing In Las Vegas #1 (Cover B Jim Mahfood),7,4.99
5/25/16,CMZ0138,IDW PUBLISHING,Jem And The Holograms #15 (Cover A Sophie Campbell),4,3.99
5/25/16,CMZ0139,IDW PUBLISHING,Jem And The Holograms #15 (Cover B Jen Bartel),1,3.99
5/25/16,CMZ0140,IDW PUBLISHING,Judge Dredd #6 (Cover A Ulises Farinas),9,3.99
5/25/16,CMZ0141,IDW PUBLISHING,Judge Dredd #6 (Cover B Giannis Milonogiannis),23,3.99
